date,r_etf,r_gbi,r_cea
2022-03-16,0.04836866785128446,-0.0006565232687619574,0.026488083132480224
2022-03-17,0.0067227143948767375,-0.0002171046004747686,0.0
2022-03-18,-0.005037794029957181,0.0006693002984752264,-0.026668247082161294
2022-03-21,0.009216655104924048,0.0005047011729813789,0.05264373348542188
2022-03-22,-0.01512633883015193,-0.00035364854183792476,-0.008583743691391442
2022-03-23,0.0033812373718693574,7.414476081416888e-05,0.0068728792877620504
2022-03-24,-0.015306421282675545,0.00010599000024491983,-0.0067004803562083805
2022-03-25,-0.028685147998858778,0.00028057213839181535,-0.0001723989315535654
2022-03-28,-0.017794063800467823,0.0006799646943782472,0.0
2022-03-29,0.0035842332278151067,4.004806865989316e-05,0.008583743691391435
2022-03-30,0.03601618962470721,0.0005424110440412396,0.0
2022-03-31,-0.03155388860130851,0.0003903100108700169,0.0008543358059155359
2022-04-01,0.003555559301333184,0.00048712556610771006,-0.0008543358059155315
2022-04-06,-0.024249055253314274,0.0015026208365504585,0.025317807984289786
2022-04-07,-0.017423641147253803,0.0008906528789631141,-0.01680711831638129
2022-04-08,-0.006496542570398203,0.0006812594110790115,-0.03413536042119343
2022-04-11,-0.05946142522139914,0.00034891788033899964,0.05094247873757474
2022-04-12,0.013739175883303912,7.479127369478402e-05,-0.04255961441879589
2022-04-13,-0.009794397592287698,0.00038314929536987645,0.0425596144187959
2022-04-14,-0.008897735419865003,0.000670430887406458,0.0
2022-04-15,-0.01500778543368945,0.0002508187062836315,-0.05129329438755058
2022-04-18,0.020948396963810432,-0.0002917190259387948,0.05129329438755048
2022-04-19,0.0009866799024451063,-0.00026671110191709097,0.0
2022-04-20,-0.04127410196512339,-7.909978988124709e-05,0.0
2022-04-21,-0.0462753433721665,0.00020237388453186816,0.0
2022-04-22,-0.00864870255853172,0.00022414536493335543,0.0
2022-04-25,-0.07552884246673702,0.000465036792899338,-0.10536051565782628
2022-04-26,-0.022499468937714408,0.0002997332396626708,0.06280090123903044
2022-04-27,0.09585439750483156,0.0002054016276446643,0.025752496102414764
2022-04-28,-0.0032697576815568182,1.7977444844504193e-05,0.0
2022-04-29,0.04483141329673011,0.0003502233049762342,-0.00851068966790862
2022-05-05,-0.002089864919459242,0.0007164045509569255,-0.0454623740767574
2022-05-06,-0.021142436573809126,0.00018446183855194568,0.04546237407675741
2022-05-09,0.011683616708486156,0.0005945081871021507,0.024317307650706214
2022-05-10,0.027084988999926833,0.0005903508790794414,-0.03290105134209775
2022-05-11,0.040287422062678165,0.0005519834327808282,0.0
2022-05-12,-0.00395648389507448,0.00034700679835307486,0.0
2022-05-13,0.00099058948169631,0.000645904742282147,0.0
2022-05-16,-0.009950330853168092,0.0003602227343834987,0.0
2022-05-17,0.03246719013750141,0.00042949363794934355,0.0
2022-05-18,0.00963398588113401,0.00046724438869449387,0.0
2022-05-19,0.03207822215561616,0.00033701759258216157,0.050430853626891904
2022-05-20,0.011998298066801005,0.0002946618559884933,-0.05043085362689197
2022-05-23,-0.0018365478073015034,0.0008899581484257384,0.0165858294659935
2022-05-24,-0.035550984264318866,0.0002137101854563663,0.0035548069596508967
2022-05-25,0.004750602758597799,0.0001184677416160009,-0.0030462030663441003
2022-05-26,0.0018939399600707832,0.0008169910798995658,0.0
2022-05-27,-0.004741592572582329,0.00030478134066277046,-0.07530817059142439
2022-05-30,0.013220211428134737,-4.7008084048363465e-05,0.07530817059142443
2022-05-31,0.020427822690098005,-0.0005464284605206549,-0.07933674223652108
2022-06-01,0.0036697288889624017,-0.0004931769182850008,0.009132483563272474
2022-06-02,0.02531780798429,-0.00033378947931743023,0.07020425867324856
2022-06-06,0.05133793624823063,-0.0003707072080604315,0.0
2022-06-07,0.0,-0.00017268282295422203,0.0
2022-06-08,0.002541297428672548,0.00015698561665052557,0.0
2022-06-09,-0.015345569674660421,0.00037828820979328746,0.011794576492837097
2022-06-10,0.026283836074228035,0.00010983371565265917,-0.011794576492837041
2022-06-13,0.009991756731920398,0.00022720387859025885,0.0
2022-06-14,-0.007484442422136998,5.354768273675716e-05,0.0
2022-06-15,-0.008382278752804388,-5.46294836540997e-05,0.0
2022-06-16,0.01337812594617605,-3.4077327951351086e-05,0.0
2022-06-17,0.036693884256811485,0.0002082322039978081,0.0
2022-06-20,0.019033088431828674,5.353841612474117e-05,0.004228336109521105
2022-06-21,-0.015037877364540446,1.2437807582365455e-05,0.005889794056063614
2022-06-22,0.007942853513936731,0.00016492151800852646,0.006688988150796489
2022-06-23,0.025001302205417186,0.000341652466005126,-0.08701137698962981
2022-06-24,0.021374859584733612,-0.00019892268297696817,0.10681400428580953
2022-06-27,0.004521484718845837,-9.028503315462775e-05,-0.019802627296179754
2022-06-28,0.01788423225642094,-0.0003487822263492318,-0.01680711831638129
2022-06-29,-0.04687176912967313,0.00029633747647559583,-0.017094433359300068
2022-06-30,0.025975486403260736,9.569608229167173e-05,-0.008658062743114541
2022-07-01,-0.003777866223482596,0.00039782451058764526,0.003298900465493359
2022-07-04,0.019490871888038785,0.00025990580317114455,0.02245359563692141
2022-07-05,0.00886923774077979,-0.00010914140306172622,-0.02575249610241474
2022-07-06,-0.004424785980355695,7.294235692942767e-05,-0.004008021397538711
2022-07-07,0.02769856375265486,0.00011183461455046221,0.02976051749995338
2022-07-08,-0.029177853963244075,0.00017664079492144615,-0.03413536042119343
2022-07-11,-0.03234580594305481,0.0005335142080204907,0.017040927061893432
2022-07-12,-0.013857034661426241,0.0005040929321629575,0.0
2022-07-13,0.026770241064604832,0.00045961485947678803,0.01878791386563327
2022-07-14,0.02754174828913526,0.0005499654523084328,-0.031628624742083625
2022-07-15,-0.01404829018622021,0.00048501258211152326,0.01697010421846156
2022-07-18,0.005198674909237677,0.0006517019615287533,-0.011049836186584935
