date,St_etf,St_gbi,St_cea,j,fu,jm,r_etf,r_gbi,r_cea,r_j,r_fu,r_jm,lag1_r_j,lag3_r_j,lag5_r_j,roll_mean5_r_j,lag1_r_fu,lag3_r_fu,lag5_r_fu,roll_mean5_r_fu,lag1_r_jm,lag3_r_jm,lag5_r_jm,roll_mean5_r_jm
2021-08-06,1.376,178.207404,52.96,2980.0,2520.0,2374.5,0.0168563903225007,0.0002629360993302,-0.0359764368867321,0.0119842771148247,0.0208507954801905,0.0208518193250248,-0.0028825793592972,-0.0277965627945346,-0.008795726530287,-0.0016572344758268409,-0.0311153940920734,-0.0263376958850353,-0.0007610350443413,-0.012639087940920479,0.0051735403170973,-0.0297073497529914,0.0266799118144267,0.006068347209240381
2021-08-09,1.334,178.151695,50.42,3005.5,2464.0,2371.5,-0.0309987920177197,-0.0003126565344348,-0.049148989868979,0.0085206429797665,-0.0224728558520586,-0.00126422267154,0.0119842771148247,0.0459074285638919,-0.0147187322589073,0.002498766253195499,0.0208507954801905,-0.000785237574702,-0.0041960771084504,-0.008316721836014118,0.0208518193250248,0.0403538381474788,-0.0121582044798095,0.004902728711360001
2021-08-10,1.325,178.092153,55.32,3076.0,2479.0,2198.0,-0.0067694880552464,-0.0003342766528528,0.0927465850367836,0.0231861081463178,0.0060692073817802,-0.0759748103540697,0.0085206429797665,-0.0028825793592972,-0.0277965627945346,0.0071466413009302595,-0.0224728558520586,-0.0311153940920734,-0.0263376958850353,-0.011972077584735757,-0.00126422267154,0.0051735403170973,-0.0297073497529914,0.0070815250730139005
2021-08-11,1.338,178.08592,55.9,3127.0,2525.0,2261.0,0.0097635022678512,-3.4999347085879285e-05,0.0104298733644959,0.0164440268323067,0.0183858096742696,0.0282593373144032,0.0231861081463178,0.0119842771148247,0.0459074285638919,0.01734317548910074,0.0060692073817802,0.0208507954801905,-0.000785237574702,-0.0054906969313726585,-0.0759748103540697,0.0208518193250248,0.0403538381474788,-0.002171967047201759
2021-08-12,1.336,178.155389,55.43,3103.5,2520.0,2205.5,-0.0014958865915826,0.0003900109230767,-0.0084434167293401,-0.0075435716041338,-0.0019821612039912,-0.0248529527329754,0.0164440268323067,0.0085206429797665,-0.0028825793592972,0.011450495142783701,0.0183858096742696,-0.0224728558520586,-0.0311153940920734,-0.0016564874815783385,0.0282593373144032,-0.00126422267154,0.0051735403170973,-0.004590867213816878
2021-08-13,1.322,178.174179,54.0,2885.0,2512.0,2184.5,-0.0105343336849594,0.0001054641641043,-0.0261369168674389,-0.0730056069115075,-0.0031796529173796,-0.0095672711535038,-0.0075435716041338,0.0231861081463178,0.0119842771148247,0.01051829669381638,-0.0019821612039912,0.0060692073817802,0.0208507954801905,0.004170159096038102,-0.0248529527329754,-0.0759748103540697,0.0208518193250248,-0.01059616582383142
2021-08-16,1.281,178.194678,51.5,2906.0,2457.0,2180.0,-0.0315047185148974,0.000115043722929,-0.0474022388945839,0.0072526651880282,-0.0221381550669102,-0.0020620926083558,-0.0730056069115075,0.0164440268323067,0.0085206429797665,-0.006479680111450059,-0.0031796529173796,0.0183858096742696,-0.0224728558520586,-0.0006359305834759189,-0.0095672711535038,0.0282593373144032,-0.00126422267154,-0.016679983919537136
2021-08-17,1.279,178.178237,51.76,2947.0,2428.0,2239.0,-0.0015625003178915,-9.2268516038483e-05,0.0050358425229546,0.0140101386074664,-0.0118732203417902,0.0267044608156202,0.0072526651880282,-0.0075435716041338,0.0231861081463178,-0.0067332756697977185,-0.0221381550669102,-0.0019821612039912,0.0060692073817802,-0.0005689904264462385,-0.0020620926083558,-0.0248529527329754,-0.0759748103540697,-0.016839557906900296
2021-08-18,1.265,178.260713,51.87,2845.0,2446.0,2195.5,-0.011006400417222,0.0004627777153532,0.0021229381706636,-0.0352246361772633,0.0073861640677287,-0.0196195265969826,0.0140101386074664,-0.0730056069115075,0.0164440268323067,-0.008568469577567999,-0.0118732203417902,-0.0031796529173796,0.0183858096742696,-0.004157475971160319,0.0267044608156202,-0.0095672711535038,0.0282593373144032,0.003696296327037682
2021-08-19,1.296,178.316945,50.49,2874.5,2374.0,2287.0,0.0242104757505994,0.0003153983386483,-0.0269652914924843,0.0103156785029142,-0.0298777410775043,0.040831104021009,-0.0352246361772633,0.0072526651880282,-0.0075435716041338,-0.018902202179482,0.0073861640677287,-0.0221381550669102,-0.0019821612039912,-0.006357405092468499,-0.0196195265969826,-0.0020620926083558,-0.0248529527329754,-0.005879476455239478
2021-08-20,1.296,178.330676,41.57,2830.5,2360.0,2238.0,0.0,7.700037346840745e-05,-0.1943965436062782,-0.0154253715866309,-0.0059146771499575,-0.0216583051509105,0.0103156785029142,0.0140101386074664,-0.0730056069115075,-0.015330352158072397,-0.0298777410775043,-0.0118732203417902,-0.0031796529173796,-0.01193652106717112,0.040831104021009,0.0267044608156202,-0.0095672711535038,0.0072573348955574015
2021-08-23,1.331,178.35581,50.2,3053.5,2362.0,2421.0,0.0266479414828915,0.0001409304867333,0.1886362734331374,0.0758350991864749,0.0008470987376519,0.0785980680661879,-0.0154253715866309,-0.0352246361772633,0.0072526651880282,-0.0038143050930970783,-0.0059146771499575,0.0073861640677287,-0.0221381550669102,-0.0124835259136867,-0.0216583051509105,-0.0196195265969826,-0.0020620926083558,0.004839128096076063
2021-08-24,1.359,178.394985,50.2,3150.5,2460.0,2465.0,0.020818595756032,0.0002196210952098,0.0,0.0312726967189206,0.0406526321691009,0.018011129538732,0.0758350991864749,0.0103156785029142,0.0140101386074664,0.009902181706592262,0.0008470987376519,-0.0298777410775043,-0.0118732203417902,-0.00788647515277428,0.0785980680661879,0.040831104021009,0.0267044608156202,0.0209711602309848
2021-08-25,1.389,178.423778,46.18,3293.0,2497.0,2589.0,0.0218349286032001,0.0001613872534079,-0.0834682227713343,0.044237832994254,0.0149286613533648,0.0490798932747471,0.0312726967189206,-0.0154253715866309,-0.0352246361772633,0.013354693328883099,0.0406526321691009,-0.0059146771499575,0.0073861640677287,0.0026186953494039397,0.018011129538732,-0.0216583051509105,-0.0196195265969826,0.01923249397560716
2021-08-26,1.371,178.342562,47.64,3215.5,2520.0,2536.5,-0.0130436631920293,-0.0004552895960025,0.03112594056075,-0.0238161368014463,0.0091688902256957,-0.020486522744793,0.044237832994254,0.0758350991864749,0.0103156785029142,0.029247187163186562,0.0149286613533648,0.0008470987376519,-0.0298777410775043,0.00412719480653116,0.0490798932747471,0.0785980680661879,0.040831104021009,0.0329723779499531
2021-08-27,1.396,178.341141,44.0,3164.5,2564.0,2523.0,0.0180706037600034,-7.967843711616944e-06,-0.0794831105688381,-0.0159878013595578,0.0173096375350916,-0.0053365083656868,-0.0238161368014463,0.0312726967189206,-0.0154253715866309,0.022420824102314458,0.0091688902256957,0.0406526321691009,-0.0059146771499575,0.01193652106717116,-0.020486522744793,0.018011129538732,-0.0216583051509105,0.020708852596792702
2021-08-30,1.445,178.421652,45.16,3187.0,2558.0,2495.0,0.0344983172242149,0.000451341916514,0.0260221053632001,0.0070849702019762,-0.0023428359017726,-0.0111599404554387,-0.0159878013595578,0.044237832994254,0.0758350991864749,0.02230833814772908,0.0173096375350916,0.0149286613533648,0.0008470987376519,0.01658138400418098,-0.0053365083656868,0.0490798932747471,0.0785980680661879,0.02397321195383744
2021-08-31,1.426,178.459868,45.35,3159.0,2567.0,2460.0,-0.0132359995722913,0.0002141663157345,0.0041984372796843,-0.0088245136152511,0.0035121987323524,-0.0141273792592105,0.0070849702019762,-0.0238161368014463,0.0312726967189206,0.008558312350829343,-0.0023428359017726,0.0091688902256957,0.0406526321691009,0.01594339707629608,-0.0111599404554387,-0.020486522744793,0.018011129538732,0.00602161024951212
2021-09-01,1.351,178.513809,45.19,3197.0,2575.0,2511.5,-0.0540282630140423,0.0003022127618141,-0.0035343531379573,0.0119573482577563,0.0031116322266961,0.0207188342636909,-0.0088245136152511,-0.0159878013595578,0.044237832994254,0.0005388702839950035,0.0035121987323524,0.0173096375350916,0.0149286613533648,0.00851531038894638,-0.0141273792592105,-0.0053365083656868,0.0490798932747471,-0.0004060915100763798
2021-09-02,1.391,178.519793,44.66,3359.0,2556.0,2669.0,0.029177853963244,3.352065445400616e-05,-0.0117975770111765,0.0494304405524512,-0.007405997600411,0.0608236862144247,0.0119573482577563,0.0070849702019762,-0.0238161368014463,-0.0059172266633045366,0.0031116322266961,-0.0023428359017726,0.0091688902256957,0.00615190456361264,0.0207188342636909,-0.0111599404554387,-0.020486522744793,-0.0060783033122876196
2021-09-03,1.344,178.526553,44.67,3336.5,2619.0,2615.0,-0.0343726708403479,3.786623264202267e-05,0.0002238889520155,-0.0067209572686315,0.0243490290102865,-0.0204397729055008,0.0494304405524512,-0.0088245136152511,-0.0159878013595578,0.008732088807474964,-0.007405997600411,0.0035121987323524,0.0173096375350916,0.0028369269983912994,0.0608236862144247,-0.0141273792592105,-0.0053365083656868,0.01018373847955592
2021-09-06,1.359,178.606021,44.0,3489.5,2570.0,2778.0,0.0110988930680487,0.0004450336211088,-0.0151125014457661,0.0448361061135451,-0.0188866666184464,0.0604671468152658,-0.0067209572686315,0.0119573482577563,0.0070849702019762,0.010585457625660223,0.0243490290102865,0.0031116322266961,-0.0023428359017726,0.004244805293430279,-0.0204397729055008,0.0207188342636909,-0.0111599404554387,0.00716308557159312
2021-09-07,1.393,178.618471,43.9,3655.5,2616.0,2907.5,0.024710559628662,6.970406723991449e-05,-0.0022753138371355,0.0464744232761643,0.0177405346878237,0.0455623610785304,0.0448361061135451,0.0494304405524512,-0.0088245136152511,0.018135684807974003,-0.0188866666184464,-0.007405997600411,0.0035121987323524,0.000936039150095519,0.0604671468152658,0.0608236862144247,-0.0141273792592105,0.02148850302573402
2021-09-08,1.37,178.576077,42.9,3594.0,2620.0,2855.0,-0.016648954957635,-0.0002373720452142,-0.0230424941471543,-0.0169670943898662,0.0015278841780531,-0.0182217623027088,0.0464744232761643,-0.0067209572686315,0.0119573482577563,0.029195472186257083,0.0177405346878237,0.0243490290102865,0.0031116322266961,0.0037817063411897793,0.0455623610785304,-0.0204397729055008,0.0207188342636909,0.0334264510932822
2021-09-09,1.371,178.547838,41.99,3787.5,2641.0,3049.5,0.0007296607401436,-0.0001581467881189,-0.0214403312378692,0.0524403824741201,0.0079833155419895,0.0659057996464003,-0.0169670943898662,0.0448361061135451,0.0494304405524512,0.023410583656732584,0.0015278841780531,-0.0188866666184464,-0.007405997600411,0.0034649567314611793,-0.0182217623027088,0.0604671468152658,0.0608236862144247,0.02563833178000226
2021-09-10,1.385,178.517894,44.0,3508.0,2595.0,2826.5,0.0101597390591244,-0.00016772262016,0.0467581392221592,-0.0766600963255509,-0.0175711166971431,-0.0759384456211655,0.0524403824741201,0.0464744232761643,-0.0067209572686315,0.02401257204106636,0.0079833155419895,0.0177405346878237,0.0243490290102865,0.006542819359941279,0.0659057996464003,0.0455623610785304,-0.0204397729055008,0.02665475446639738
2021-09-13,1.361,178.58302,45.62,3397.0,2705.0,2764.0,-0.0174804159699728,0.0003647484403919,0.0361565829379808,-0.0321533853314897,0.0415153956805928,-0.0223602912277849,-0.0766600963255509,-0.0169670943898662,0.0448361061135451,0.01002474422968248,-0.0175711166971431,0.0015278841780531,-0.0188866666184464,-0.0018412097815446408,-0.0759384456211655,-0.0182217623027088,0.0604671468152658,0.015555019923264437
2021-09-14,1.381,178.521557,45.54,3341.5,2725.0,2702.5,0.0145881507578259,-0.0003442296994525,-0.0017551562206483,-0.016472881209459,0.0073665158167626,-0.0225016353741971,-0.0321533853314897,0.0524403824741201,0.0464744232761643,-0.005373154059324478,0.0415153956805928,0.0079833155419895,0.0177405346878237,0.0102392026782632,-0.0223602912277849,0.0659057996464003,0.0455623610785304,-0.001010467685345702
2021-09-15,1.413,178.506995,45.0,3373.0,2730.0,2743.5,0.0229072292752354,-8.157330794138187e-05,-0.0119285708652737,0.0093827481105253,0.0018331810816609,0.0150572069856667,-0.016472881209459,-0.0766600963255509,-0.0169670943898662,-0.017962614956449137,0.0073665158167626,-0.0175711166971431,0.0015278841780531,0.00816439890405098,-0.0225016353741971,-0.0759384456211655,-0.0182217623027088,-0.014623266975891202
2021-09-16,1.346,178.464994,44.94,3189.0,2758.0,2683.5,-0.0485778724798542,-0.0002353181845526,-0.0013342230131367,-0.0560951680515926,0.0102041701742416,-0.0221125648821465,0.0093827481105253,-0.0321533853314897,0.0524403824741201,-0.012692646456370837,0.0018331810816609,0.0415153956805928,0.0079833155419895,0.00822545828477254,0.0150572069856667,-0.0223602912277849,0.0659057996464003,-0.007967473118216101
2021-09-17,1.346,178.472699,43.43,3218.0,2767.0,2693.0,0.0,4.317280103677421e-05,-0.0341778202104526,0.0090526605422709,0.0032579214336788,0.0035339011947153,-0.0560951680515926,-0.016472881209459,-0.0766600963255509,-0.03439975656151338,0.0102041701742416,0.0073665158167626,-0.0175711166971431,0.008669629211222961,-0.0221125648821465,-0.0225016353741971,-0.0759384456211655,-0.025571146023925462
2021-09-22,1.355,178.535235,43.24,3417.0,2836.0,2928.0,0.0066642231091281,0.0003503339544245,-0.0043844537757229,0.0600029245629633,0.0246309078650921,0.0836637822696033,0.0090526605422709,0.0093827481105253,-0.0321533853314897,-0.01725720518794902,0.0032579214336788,0.0018331810816609,0.0415153956805928,0.01283543683738734,0.0035339011947153,0.0150572069856667,-0.0223602912277849,-0.009676676660749301
2021-09-23,1.356,178.503644,43.85,3482.0,2916.0,3002.0,0.0007377351865395,-0.0001769611207099,0.0140087260471844,0.0188438682128424,0.0278182054765306,0.0249591371122051,0.0600029245629633,-0.0560951680515926,-0.016472881209459,0.0011740567909415828,0.0246309078650921,0.0102041701742416,0.0073665158167626,0.0094585392742872,0.0836637822696033,-0.0221125648821465,-0.0225016353741971,0.01152813803872834
2021-09-24,1.371,178.465658,44.36,3197.5,2962.0,2800.0,0.0110012110619733,-0.0002128250240599,0.0115634436639742,-0.0852375868751365,0.0156519016991952,-0.0696593160301119,0.0188438682128424,0.0090526605422709,0.0093827481105253,0.008237406675401862,0.0278182054765306,0.0032579214336788,0.0018331810816609,0.0135488772062408,0.0249591371122051,0.0035339011947153,0.0150572069856667,0.021020292536008782
2021-09-27,1.345,178.405048,43.59,3173.5,2987.0,2854.0,-0.0191463875263748,-0.0003396748433745,-0.0175103962318649,-0.0075341747064729,0.0084048233883657,0.0191021018734864,-0.0852375868751365,0.0600029245629633,-0.0560951680515926,-0.010686660321730497,0.0156519016991952,0.0246309078650921,0.0102041701742416,0.01631262132974766,-0.0696593160301119,0.0836637822696033,-0.0221125648821465,0.00407698793285306
2021-09-28,1.328,178.325299,42.22,3410.0,3108.0,2992.0,-0.0127199619995602,-0.00044711083315,-0.0319337238301267,0.0718772115310377,0.0397098932714282,0.047220541057586,-0.0075341747064729,0.0188438682128424,0.0090526605422709,-0.0009744616527065572,0.0084048233883657,0.0278182054765306,0.0032579214336788,0.015952751972572482,0.0191021018734864,0.0249591371122051,0.0035339011947153,0.01231992128397964
2021-09-29,1.307,178.31434,41.13,3364.5,2974.0,3012.0,-0.0159396164121573,-6.145699358711401e-05,-0.0261562601778416,-0.0134329276491897,-0.0440715844674376,0.0066622498254162,0.0718772115310377,-0.0852375868751365,0.0600029245629633,0.011590448545046803,0.0397098932714282,0.0156519016991952,0.0246309078650921,0.02324314634012236,0.047220541057586,-0.0696593160301119,0.0836637822696033,0.021057249256553785
2021-09-30,1.348,178.359717,41.79,3551.0,2980.0,3290.5,0.0308875778480305,0.0002544451964154,0.0159192942174911,0.0539498903147152,0.0020154524793497,0.0884352189763896,-0.0134329276491897,-0.0075341747064729,0.0188438682128424,-0.0030967218973837972,-0.0440715844674376,0.0084048233883657,0.0278182054765306,0.009502647873616418,0.0066622498254162,0.0191021018734864,0.0249591371122051,0.005656942767716362
2021-10-08,1.316,178.419638,44.08,3505.0,3199.0,3157.0,-0.0240251795869898,0.0003358994836649,0.0533490883848349,-0.0130387334743973,0.0709149604500678,-0.0414173193381821,0.0539498903147152,0.0718772115310377,-0.0852375868751365,0.0039244825229907635,0.0020154524793497,0.0397098932714282,0.0156519016991952,0.00434209727418024,0.0884352189763896,0.047220541057586,-0.0696593160301119,0.018352159140553263
2021-10-11,1.302,178.330078,46.03,3716.0,3248.0,3409.0,-0.0106952891167479,-0.0005020887073752,0.043287192984491,0.0584573004650387,0.0152011613320505,0.0767967835799114,-0.0130387334743973,-0.0134329276491897,-0.0075341747064729,0.018364253203138604,0.0709149604500678,-0.0440715844674376,0.0084048233883657,0.01539470902435476,-0.0414173193381821,0.0066622498254162,0.0191021018734864,0.02400055847893922
2021-10-12,1.275,178.284501,43.93,3779.0,3258.0,3465.5,-0.0209553651759881,-0.0002556092932372,-0.0466958998414619,0.0168116034157597,0.0030740878804219,0.0164379292201363,0.0584573004650387,0.0539498903147152,0.0718772115310377,0.031562548237440924,0.0152011613320505,0.0020154524793497,0.0397098932714282,0.016753976613091724,0.0767967835799114,0.0884352189763896,0.047220541057586,0.03553949482022422
2021-10-13,1.321,178.266524,44.68,3863.0,3186.0,3475.0,0.0354428469297988,-0.000100838302261,0.0169285162133116,0.0219846593167923,-0.0223472986919966,0.0027375566408532,0.0168116034157597,-0.0130387334743973,-0.0134329276491897,0.020549426614385323,0.0030740878804219,0.0709149604500678,-0.0440715844674376,0.00942681553489046,0.0164379292201363,-0.0414173193381821,0.0066622498254162,0.02938297245273428
2021-10-14,1.34,178.230827,43.96,3858.0,3180.0,3471.5,0.0142805884226319,-0.0002002651633689,-0.0162458446655793,-0.0012951692006069,-0.0018850146957713,-0.0010077018055643,0.0219846593167923,0.0584573004650387,0.0539498903147152,0.027632944007581723,-0.0223472986919966,0.0152011613320505,0.0020154524793497,0.013771672689978661,0.0027375566408532,0.0767967835799114,0.0884352189763896,0.028598033815821683
2021-10-15,1.374,178.099038,43.9,4105.5,3217.0,3614.0,0.0250565798373376,-0.0007397022756378,-0.001365809454295,0.062178623683169,0.0115680514648037,0.0402284149588457,-0.0012951692006069,0.0168116034157597,-0.0130387334743973,0.0165839321045173,-0.0018850146957713,0.0030740878804219,0.0709149604500678,0.012991579254954458,-0.0010077018055643,0.0164379292201363,-0.0414173193381821,0.0107094496594309
2021-10-18,1.411,177.922721,41.52,4343.5,3231.0,3847.0,0.0265724790705193,-0.0009904844856114,-0.0557390812234923,0.0563529365511317,0.0043424385854718,0.0624784316001212,0.062178623683169,0.0219846593167923,0.0584573004650387,0.031627403536030566,0.0115680514648037,-0.0223472986919966,0.0152011613320505,0.0011221974579016386,0.0402284149588457,0.0027375566408532,0.0767967835799114,0.02703859651883646
2021-10-19,1.413,177.823538,40.07,4402.0,3125.0,3729.0,0.0014164308317135,-0.0005576053159274,-0.03554731420958,0.0133785083864317,-0.0333574036539963,-0.0311535225734742,0.0563529365511317,-0.0012951692006069,0.0168116034157597,0.03120653075324916,0.0043424385854718,-0.0018850146957713,0.0030740878804219,-0.0010495470914141012,0.0624784316001212,-0.0010077018055643,0.0164379292201363,0.024174926122878422
2021-10-20,1.436,177.878876,41.55,4039.0,3091.0,3441.5,0.0161463669236419,0.0003111477362446,0.0362695966534039,-0.0860618465229941,-0.0109396200383855,-0.0802326783404018,0.0133785083864317,0.062178623683169,0.0219846593167923,0.03051991174738356,-0.0333574036539963,0.0115680514648037,-0.0223472986919966,-0.008335845398297742,-0.0311535225734742,0.0402284149588457,0.0027375566408532,0.014656635764156318
2021-10-21,1.417,177.935122,42.11,3663.5,3065.0,3109.0,-0.0133195099174889,0.0003161539500114,0.0133877208723792,-0.0975781619633943,-0.0084470937618045,-0.101606291779665,-0.0860618465229941,0.0563529365511317,-0.0012951692006069,0.008910610579426284,-0.0109396200383855,0.0043424385854718,-0.0018850146957713,-0.006054309667575522,-0.0802326783404018,0.0624784316001212,-0.0010077018055643,-0.0019374112320946796
2021-10-22,1.395,177.995578,42.99,3564.0,2988.0,2875.0,-0.0156475454352144,0.0003397065809798,0.0206822883343537,-0.0275354650093186,-0.0254433021176038,-0.0782484568273029,-0.0975781619633943,0.0133785083864317,0.062178623683169,-0.010345987973131198,-0.0084470937618045,-0.0333574036539963,0.0115680514648037,-0.007366725480782163,-0.101606291779665,-0.0311535225734742,0.0402284149588457,-0.022057129226914822
2021-10-25,1.452,178.073963,43.24,3741.0,3060.0,2970.5,0.0400475011292753,0.0004402791715689,0.0057984622628174,0.0484694457574462,0.0238106486937186,0.0326776145643453,-0.0275354650093186,-0.0860618465229941,0.0563529365511317,-0.02828880571162872,-0.0254433021176038,-0.0109396200383855,0.0043424385854718,-0.014768996197263662,-0.0782484568273029,-0.0802326783404018,0.0624784316001212,-0.045752503584144545
2021-10-26,1.445,178.166928,42.65,3790.0,3050.0,2950.5,-0.0048325948382088,0.0005219221288684,-0.0137387188333195,0.0130130637283259,-0.0032733253449691,-0.0067556412985726,0.0484694457574462,-0.0975781619633943,0.0133785083864317,-0.029865503870365816,0.0238106486937186,-0.0084470937618045,-0.0333574036539963,-0.010875354175614301,0.0326776145643453,-0.101606291779665,-0.0311535225734742,-0.05171266699129971
2021-10-27,1.481,178.167342,41.86,3430.0,2953.0,2703.5,0.0246082137212661,2.3236608703010093e-06,-0.0186965569198344,-0.0998057579164864,-0.0323199878575346,-0.0874274176751639,0.0130130637283259,-0.0275354650093186,-0.0860618465229941,-0.02993859280198698,-0.0032733253449691,-0.0254433021176038,-0.0109396200383855,-0.004858538513808861,-0.0067556412985726,-0.0782484568273029,-0.0802326783404018,-0.0468330907363194
2021-10-28,1.461,178.243305,42.77,3201.0,2848.0,2503.0,-0.0135964025170992,0.0004262667335538,0.0215062052209636,-0.0690970001901226,-0.0362046092120562,-0.0770572173902853,-0.0998057579164864,0.0484694457574462,-0.0975781619633943,-0.032687375080685435,-0.0323199878575346,0.0238106486937186,-0.0084470937618045,-0.009134612077638682,-0.0874274176751639,0.0326776145643453,-0.101606291779665,-0.04827203860327182
2021-10-29,1.49,178.308637,41.38,2978.0,2924.0,2268.0,0.0196549871888053,0.0003664655442048,-0.0330392499214202,-0.0722113267259087,0.0263355483378027,-0.0985916265841315,-0.0690970001901226,0.0130130637283259,-0.0275354650093186,-0.026991142726031092,-0.0362046092120562,-0.0032733253449691,-0.0254433021176038,-0.01468611516768902,-0.0770572173902853,-0.0067556412985726,-0.0782484568273029,-0.043362223725395874
