tradingDate,ric,change,percentageChange,lastPrice,totalReturn,fullPrice,netPrice
20210201,.CDCGBI,,,,171.871994,108.903644,100.674548
20210202,.CDCGBI,,,,171.9618,108.96057,100.716899
20210203,.CDCGBI,,,,171.896289,108.919044,100.666688
20210204,.CDCGBI,,,,171.821784,108.871817,100.611117
20210205,.CDCGBI,,,,171.772738,108.838004,100.570718
20210207,.CDCGBI,,,,171.809057,108.857652,100.570024
20210208,.CDCGBI,,,,171.692815,108.783966,100.489578
20210209,.CDCGBI,,,,171.731555,108.804125,100.501496
20210210,.CDCGBI,,,,171.728028,108.798208,100.488224
20210218,.CDCGBI,,,,171.671226,108.736595,100.36501
20210219,.CDCGBI,,,,171.724527,108.766799,100.385605
20210220,.CDCGBI,,,,171.736063,108.774111,100.381308
20210222,.CDCGBI,,,,171.795116,108.807505,100.394159
20210223,.CDCGBI,,,,171.859605,108.842719,100.421421
20210224,.CDCGBI,,,,171.934556,108.888316,100.454918
20210225,.CDCGBI,,,,171.963008,108.904748,100.460703
20210226,.CDCGBI,,,,171.960518,108.887045,100.448047
20210301,.CDCGBI,,,,172.091168,108.933524,100.492278
20210302,.CDCGBI,,,,172.15489,108.969764,100.519025
20210303,.CDCGBI,,,,172.149228,108.963832,100.504482
20210304,.CDCGBI,,,,172.17073,108.974369,100.506105
20210305,.CDCGBI,,,,172.214752,108.993512,100.52113
20210308,.CDCGBI,,,,172.256052,108.975927,100.512191
20210309,.CDCGBI,,,,172.308559,109.009177,100.532267
20210310,.CDCGBI,,,,172.42964,109.078646,100.593154
20210311,.CDCGBI,,,,172.494108,109.10895,100.620348
20210312,.CDCGBI,,,,172.519839,109.122528,100.624488
20210315,.CDCGBI,,,,172.5924,109.151829,100.634156
20210316,.CDCGBI,,,,172.616719,109.163353,100.637456
20210317,.CDCGBI,,,,172.632808,109.16404,100.635859
20210318,.CDCGBI,,,,172.664022,109.17892,100.643263
20210319,.CDCGBI,,,,172.706847,109.187679,100.657577
20210322,.CDCGBI,,,,172.794745,109.202598,100.67638
20210323,.CDCGBI,,,,172.861343,109.22003,100.704847
20210324,.CDCGBI,,,,172.993821,109.294934,100.772529
20210325,.CDCGBI,,,,173.025572,109.299137,100.780256
20210326,.CDCGBI,,,,173.04531,109.30438,100.780836
20210329,.CDCGBI,,,,173.10041,109.318968,100.780135
20210330,.CDCGBI,,,,173.063663,109.292557,100.747084
20210331,.CDCGBI,,,,173.108083,109.319531,100.762363
20210401,.CDCGBI,,,,173.144341,109.337277,100.772693
20210402,.CDCGBI,,,,173.190345,109.362677,100.788804
20210406,.CDCGBI,,,,173.268127,109.4018,100.790236
20210407,.CDCGBI,,,,173.285462,109.411758,100.789342
20210408,.CDCGBI,,,,173.305111,109.423388,100.789821
20210409,.CDCGBI,,,,173.339354,109.441968,100.79896
20210412,.CDCGBI,,,,173.436745,109.433909,100.823214
20210413,.CDCGBI,,,,173.536898,109.468768,100.871463
20210414,.CDCGBI,,,,173.594252,109.501329,100.894318
20210415,.CDCGBI,,,,173.676789,109.546795,100.932124
20210416,.CDCGBI,,,,173.695596,109.543413,100.932107
20210419,.CDCGBI,,,,173.762941,109.569594,100.938542
20210420,.CDCGBI,,,,173.839241,109.611731,100.972652
20210421,.CDCGBI,,,,173.900756,109.649719,100.997986
20210422,.CDCGBI,,,,173.93383,109.657054,101.006439
20210423,.CDCGBI,,,,173.930677,109.646792,100.993387
20210425,.CDCGBI,,,,173.962788,109.657578,100.990093
20210426,.CDCGBI,,,,173.933843,109.606508,100.961732
20210427,.CDCGBI,,,,173.88681,109.571811,100.922634
20210428,.CDCGBI,,,,173.843846,109.530405,100.88595
20210429,.CDCGBI,,,,173.869373,109.536682,100.889926
20210430,.CDCGBI,,,,173.912239,109.554905,100.904196
20210506,.CDCGBI,,,,174.09859,109.651243,100.947649
20210507,.CDCGBI,,,,174.197863,109.710111,100.995241
20210508,.CDCGBI,,,,174.187516,109.703591,100.977996
20210510,.CDCGBI,,,,174.198869,109.685641,100.962462
20210511,.CDCGBI,,,,174.27777,109.732126,100.998003
20210512,.CDCGBI,,,,174.349731,109.77579,101.029441
20210513,.CDCGBI,,,,174.379239,109.775346,101.035769
20210514,.CDCGBI,,,,174.395851,109.757772,101.034472
20210517,.CDCGBI,,,,174.426031,109.749213,101.018952
20210518,.CDCGBI,,,,174.441625,109.736272,101.017052
20210519,.CDCGBI,,,,174.494885,109.763352,101.037431
20210520,.CDCGBI,,,,174.609955,109.832419,101.094375
20210521,.CDCGBI,,,,174.702102,109.887777,101.13776
20210524,.CDCGBI,,,,174.804121,109.938172,101.164741
20210525,.CDCGBI,,,,174.834258,109.923295,101.171448
20210526,.CDCGBI,,,,174.879204,109.947203,101.185669
20210527,.CDCGBI,,,,174.89791,109.906865,101.185618
20210528,.CDCGBI,,,,174.892674,109.89137,101.171403
20210531,.CDCGBI,,,,174.919248,109.883179,101.153781
20210601,.CDCGBI,,,,174.935172,109.879844,101.152088
20210602,.CDCGBI,,,,174.958322,109.892033,101.154655
20210603,.CDCGBI,,,,174.990801,109.905774,101.16272
20210604,.CDCGBI,,,,174.981695,109.899468,101.146276
20210607,.CDCGBI,,,,174.93047,109.842337,101.08285
20210608,.CDCGBI,,,,174.940084,109.847801,101.077441
20210609,.CDCGBI,,,,174.944773,109.849056,101.069128
20210610,.CDCGBI,,,,174.945137,109.845331,101.058266
20210611,.CDCGBI,,,,174.942259,109.840689,101.045492
20210615,.CDCGBI,,,,174.964667,109.799216,101.014407
20210616,.CDCGBI,,,,174.934576,109.778065,100.985596
20210617,.CDCGBI,,,,174.864684,109.700335,100.933322
20210618,.CDCGBI,,,,174.847349,109.639612,100.91203
20210621,.CDCGBI,,,,174.916464,109.658189,100.919563
20210622,.CDCGBI,,,,174.927066,109.657178,100.914741
20210623,.CDCGBI,,,,174.960987,109.677774,100.923667
20210624,.CDCGBI,,,,175.029025,109.717723,100.95271
20210625,.CDCGBI,,,,175.086664,109.753203,100.975621
20210628,.CDCGBI,,,,175.20252,109.820274,101.010716
20210629,.CDCGBI,,,,175.257119,109.852216,101.031834
20210630,.CDCGBI,,,,175.308302,109.877108,101.050939
20210701,.CDCGBI,,,,175.382097,109.923361,101.08327
20210702,.CDCGBI,,,,175.434447,109.953448,101.103
20210705,.CDCGBI,,,,175.561948,109.971615,101.144828
20210706,.CDCGBI,,,,175.635716,110.015816,101.177145
20210707,.CDCGBI,,,,175.715271,110.061975,101.212867
20210708,.CDCGBI,,,,176.117914,110.3135,101.438459
20210709,.CDCGBI,,,,176.135416,110.304268,101.437715
20210712,.CDCGBI,,,,176.352776,110.410808,101.532505
20210713,.CDCGBI,,,,176.525261,110.495132,101.62285
20210714,.CDCGBI,,,,176.708063,110.604269,101.719259
20210715,.CDCGBI,,,,176.801269,110.637228,101.763015
20210716,.CDCGBI,,,,176.869878,110.679091,101.792313
20210719,.CDCGBI,,,,176.988774,110.702552,101.829125
20210720,.CDCGBI,,,,177.083665,110.730765,101.87388
20210721,.CDCGBI,,,,177.219375,110.810708,101.942637
20210722,.CDCGBI,,,,177.32902,110.869789,101.996072
20210723,.CDCGBI,,,,177.413559,110.914551,102.034748
20210726,.CDCGBI,,,,177.56567,110.932821,102.091125
20210727,.CDCGBI,,,,177.590358,110.945111,102.094618
20210728,.CDCGBI,,,,177.557396,110.902288,102.064219
20210729,.CDCGBI,,,,177.606841,110.927419,102.082273
20210730,.CDCGBI,,,,177.757415,111.001445,102.159788
20210802,.CDCGBI,,,,178.059524,111.149153,102.303661
20210803,.CDCGBI,,,,178.100843,111.16803,102.316872
20210804,.CDCGBI,,,,178.113909,111.176189,102.313552
20210805,.CDCGBI,,,,178.160553,111.19751,102.329882
20210806,.CDCGBI,,,,178.207404,111.22442,102.346333
20210809,.CDCGBI,,,,178.151695,111.164549,102.280836
20210810,.CDCGBI,,,,178.092153,111.117519,102.235024
20210811,.CDCGBI,,,,178.08592,111.108927,102.22041
20210812,.CDCGBI,,,,178.155389,111.142863,102.250106
20210813,.CDCGBI,,,,178.174179,111.154339,102.250139
20210816,.CDCGBI,,,,178.194678,111.120056,102.229245
20210817,.CDCGBI,,,,178.178237,111.091241,102.208658
20210818,.CDCGBI,,,,178.260713,111.130308,102.24597
20210819,.CDCGBI,,,,178.316945,111.148104,102.267921
20210820,.CDCGBI,,,,178.330676,111.155601,102.264996
20210823,.CDCGBI,,,,178.35581,111.087971,102.246819
20210824,.CDCGBI,,,,178.394985,111.107133,102.258789
20210825,.CDCGBI,,,,178.423778,111.122749,102.264681
20210826,.CDCGBI,,,,178.342562,111.056922,102.206177
20210827,.CDCGBI,,,,178.341141,111.035556,102.194383
20210830,.CDCGBI,,,,178.421652,111.064215,102.208637
20210831,.CDCGBI,,,,178.459868,111.087803,102.220054
20210901,.CDCGBI,,,,178.513809,111.116279,102.240614
20210902,.CDCGBI,,,,178.519793,111.111017,102.233224
20210903,.CDCGBI,,,,178.526553,111.110587,102.226285
20210906,.CDCGBI,,,,178.606021,111.121696,102.239967
20210907,.CDCGBI,,,,178.618471,111.129095,102.236345
20210908,.CDCGBI,,,,178.576077,111.089442,102.200757
20210909,.CDCGBI,,,,178.547838,111.070146,102.173417
20210910,.CDCGBI,,,,178.517894,111.030945,102.145084
20210913,.CDCGBI,,,,178.58302,111.030446,102.150408
20210914,.CDCGBI,,,,178.521557,110.990961,102.103699
20210915,.CDCGBI,,,,178.506995,110.976808,102.08433
20210916,.CDCGBI,,,,178.464994,110.921609,102.048964
20210917,.CDCGBI,,,,178.472699,110.918046,102.042576
20210918,.CDCGBI,,,,178.489805,110.917739,102.041669
20210922,.CDCGBI,,,,178.535235,110.870133,102.024634
20210923,.CDCGBI,,,,178.503644,110.844909,101.995333
20210924,.CDCGBI,,,,178.465658,110.785924,101.962304
20210926,.CDCGBI,,,,178.473821,110.749992,101.945301
20210927,.CDCGBI,,,,178.405048,110.704869,101.894316
20210928,.CDCGBI,,,,178.325299,110.653038,101.836931
20210929,.CDCGBI,,,,178.31434,110.645869,101.819659
20210930,.CDCGBI,,,,178.359717,110.674125,101.835236
20211008,.CDCGBI,,,,178.419638,110.709438,101.783021
20211009,.CDCGBI,,,,178.414203,110.703634,101.768989
20211011,.CDCGBI,,,,178.330078,110.649463,101.698392
20211012,.CDCGBI,,,,178.284501,110.600887,101.661052
20211013,.CDCGBI,,,,178.266524,110.575137,101.639738
20211014,.CDCGBI,,,,178.230827,110.524645,101.608135
20211015,.CDCGBI,,,,178.099038,110.392582,101.520738
20211018,.CDCGBI,,,,177.922721,110.223197,101.385733
20211019,.CDCGBI,,,,177.823538,110.159035,101.317264
20211020,.CDCGBI,,,,177.878876,110.189009,101.33852
20211021,.CDCGBI,,,,177.935122,110.198278,101.360304
20211022,.CDCGBI,,,,177.995578,110.223287,101.384532
20211025,.CDCGBI,,,,178.073963,110.241298,101.397417
20211026,.CDCGBI,,,,178.166928,110.292552,101.440524
20211027,.CDCGBI,,,,178.167342,110.260943,101.429886
20211028,.CDCGBI,,,,178.243305,110.294914,101.463121
20211029,.CDCGBI,,,,178.308637,110.327167,101.490184
20211101,.CDCGBI,,,,178.373518,110.32067,101.495238
20211102,.CDCGBI,,,,178.534484,110.41698,101.577523
20211103,.CDCGBI,,,,178.62211,110.465182,101.617385
20211104,.CDCGBI,,,,178.681964,110.493814,101.641181
20211105,.CDCGBI,,,,178.9436,110.63772,101.781699
20211108,.CDCGBI,,,,179.011931,110.654037,101.788748
20211109,.CDCGBI,,,,179.021798,110.62372,101.78363
20211110,.CDCGBI,,,,179.034001,110.628814,101.779863
20211111,.CDCGBI,,,,178.993326,110.586021,101.745506
20211112,.CDCGBI,,,,179.017962,110.590506,101.748931
20211115,.CDCGBI,,,,179.094686,110.596873,101.760832
20211116,.CDCGBI,,,,179.115544,110.583947,101.762069
20211117,.CDCGBI,,,,179.141186,110.599443,101.766074
20211118,.CDCGBI,,,,179.173501,110.610993,101.773938
20211119,.CDCGBI,,,,179.205785,110.603049,101.781786
20211122,.CDCGBI,,,,179.302609,110.626301,101.805311
20211123,.CDCGBI,,,,179.360072,110.641631,101.827723
20211124,.CDCGBI,,,,179.45285,110.693574,101.870567
20211125,.CDCGBI,,,,179.513903,110.722756,101.895055
20211126,.CDCGBI,,,,179.580418,110.754809,101.922707
20211129,.CDCGBI,,,,179.657086,110.727208,101.934568
20211130,.CDCGBI,,,,179.67751,110.733668,101.935554
20211201,.CDCGBI,,,,179.688797,110.729267,101.931264
20211202,.CDCGBI,,,,179.709417,110.733098,101.932349
20211203,.CDCGBI,,,,179.735081,110.746017,101.936337
20211206,.CDCGBI,,,,180.047354,110.905146,102.083774
20211207,.CDCGBI,,,,180.044543,110.885855,102.071368
20211208,.CDCGBI,,,,180.025004,110.854345,102.04933
20211209,.CDCGBI,,,,179.993827,110.812139,102.02059
20211210,.CDCGBI,,,,180.031478,110.833602,102.031483
20211213,.CDCGBI,,,,180.091946,110.805318,102.033938
20211214,.CDCGBI,,,,180.148632,110.839409,102.055795
20211215,.CDCGBI,,,,180.190809,110.86446,102.069295
20211216,.CDCGBI,,,,180.239778,110.880135,102.086708
20211217,.CDCGBI,,,,180.263423,110.892343,102.089536
20211220,.CDCGBI,,,,180.299084,110.888934,102.077709
20211221,.CDCGBI,,,,180.283106,110.871251,102.057719
20211222,.CDCGBI,,,,180.275696,110.866213,102.042663
20211223,.CDCGBI,,,,180.360989,110.914906,102.080998
20211224,.CDCGBI,,,,180.443467,110.96496,102.117713
20211227,.CDCGBI,,,,180.542469,111.005493,102.142371
20211228,.CDCGBI,,,,180.591861,111.035513,102.160036
20211229,.CDCGBI,,,,180.689028,111.095083,102.205221
20211230,.CDCGBI,,,,180.827591,111.179583,102.274253
20211231,.CDCGBI,,,,180.89961,111.223985,102.304953
20220104,.CDCGBI,,,,181.021576,111.290323,102.332002
20220105,.CDCGBI,,,,181.102465,111.338245,102.367701
20220106,.CDCGBI,,,,181.10995,111.342395,102.361254
20220107,.CDCGBI,,,,181.119884,111.34386,102.356212
20220110,.CDCGBI,,,,181.242727,111.408998,102.394509
20220111,.CDCGBI,,,,181.312674,111.447552,102.423924
20220112,.CDCGBI,,,,181.444565,111.528648,102.488907
20220113,.CDCGBI,,,,181.504605,111.560078,102.512633
20220114,.CDCGBI,,,,181.578453,111.575637,102.544288
20220117,.CDCGBI,,,,181.751145,111.648788,102.611205
20220118,.CDCGBI,,,,181.926118,111.728589,102.700926
20220119,.CDCGBI,,,,182.281016,111.946815,102.893961
20220120,.CDCGBI,,,,182.361087,111.958618,102.929188
20220121,.CDCGBI,0.127,0.1,182.4881,182.4881,112.0313,102.9914
20220124,.CDCGBI,0.2,0.1,182.6885,182.6885,112.1378,103.0742
20220125,.CDCGBI,0.073,0.0,182.7611,182.7611,112.1782,103.1051
20220126,.CDCGBI,-0.072,0.0,182.6888,182.6888,112.127,103.0529
20220127,.CDCGBI,-0.009,0.0,182.6795,182.6795,112.1105,103.0367
20220128,.CDCGBI,0.035,0.0,182.7143,182.7143,112.1289,103.046
20220130,.CDCGBI,0.0,0.0,182.9202,182.9202,112.2272,103.1428
20220207,.CDCGBI,0.034,0.0,182.9541,182.9541,112.2071,103.0766
